Source,1,2,3,4,5,6
266166742,891736030,885762697,,,,
266177674,885826800,,,,,
266177675,4067300438,,,,,
266385718,912115548,266385719,,,,
266385719,266385718,1240943374,,,,
266385720,1240943540,862243637,,,,
266385724,7072517242,7072517211,807796637,867506799,,
266385727,7072517239,807796636,7072517218,,,
266385729,5180958757,274063404,1455700737,1455700676,,
266385731,1943553033,2831344481,2831344459,,,
266385732,874543169,869495854,869495862,,,
266385898,874547872,3273885471,,,,
266385899,1943592875,897616309,1943592873,,,
266385902,874552882,3273886287,1084695901,,,
266841456,6627120421,,,,,
266842539,2944174073,881718187,,,,
266842543,881718187,881718180,,,,
266842697,4067300439,,,,,
266842699,4545929697,,,,,
266842800,266842802,,,,,
266842802,266845986,,,,,
266842803,266842805,,,,,
266842805,1749820211,,,,,
266845743,269974326,,,,,
266845986,266842803,,,,,
266847414,266029737,,,,,
266873142,5819749359,,,,,
266873294,75698085,,,,,
266874771,1295873827,,,,,
266890817,1313611014,,,,,
267229105,1627498636,268643071,,,,
267229125,2230732094,,,,,
267231770,1635261518,5228764766,,,,
267233319,5739777555,3350793470,1571124043,,,
267233323,1224649395,1831388470,,,,
267233325,1109676210,6988515727,,,,
267233327,3552444977,3736647614,,,,
267233328,891648556,3552444978,,,,
267233331,891648573,267408504,891648556,891683129,,
267233353,891676267,,,,,
267404948,1295873745,1065455482,,,,
267408504,267233331,891736030,1084595229,,,
267413538,891676278,,,,,
267993286,1725686634,,,,,
267993514,1725686632,,,,,
267993747,1706158485,,,,,
267994733,267994734,1203585274,,,,
267994734,3423275955,267994733,,,,
267994739,1203585303,3958541761,,,,
267995053,3049695662,3049695654,,,,
267995055,5368965640,1706159367,,,,
267995335,3736657282,274315170,,,,
267995339,1749819146,1833396522,,,,
267995441,1749819189,,,,,
267995443,1749819196,,,,,
267995446,867550314,,,,,
267995447,267995446,885822091,,,,
267995448,267995447,,,,,
267995450,267995448,,,,,
267995453,867543816,,,,,
268000467,3894188435,,,,,
268000802,1203546372,,,,,
268001046,2133493365,,,,,
268003707,6736342564,,,,,
268003708,6736342565,,,,,
268003709,268003708,,,,,
268003710,268003709,,,,,
268003711,268003710,,,,,
268003712,937242847,,,,,
268003715,268003712,,,,,
268003853,268003715,,,,,
268003854,937242845,,,,,
268003860,1513856869,,,,,
268003925,1203585361,,,,,
268003926,4136121563,,,,,
268003927,1203585247,,,,,
268003969,1203584890,,,,,
268003971,1725666431,,,,,
268003976,1203546426,,,,,
268004052,2231088754,,,,,
268004054,874533406,415926738,,,,
268004206,1083067546,1725686610,,,,
268004207,1725567211,268714826,,,,
268004208,874362229,1570641272,,,,
268004211,1713309182,,,,,
268004214,1565420942,,,,,
268004296,3781087268,,,,,
268004583,1649287231,1203546485,,,,
268179506,2944506759,,,,,
268324665,3649265794,3649265795,1624819639,,,
268324666,3649265794,1338094125,276326328,,,
268396331,1799468937,,,,,
268396441,1583539995,1583539994,1583539993,1583539992,,
268397363,582795231,81312465,612425780,,,
268397364,612425783,1504008702,582845499,612425789,,
268397410,612425775,582795231,,,,
268537500,1201796557,3285038577,1201796560,,,
268537501,6515399942,912290472,,,,
268537662,7072515907,1583539994,2246131027,,,
268537663,2803081551,6515399942,2803081553,269578102,,
268538482,7072516714,7072516701,1583539990,269578100,,
268538590,1804396032,1804396031,,,,
268538591,2229424461,2229424462,2229424463,,,
268538593,1804396029,1804396030,,,,
268538633,3075605236,3949416120,899292829,5145911188,,
268538634,3258703639,1345200379,,,,
268538635,1345200402,1345200379,,,,
268538636,268538637,1345200402,,,,
268538637,1345207513,268538636,,,,
268538638,1345207526,1345207513,,,,
268538639,2017188479,1345207527,,,,
268538640,3258703643,2017188479,,,,
268538641,899425328,2017188451,,,,
268538642,899425271,899425284,899425328,,,
268538761,3271620254,899286013,,,,
268538762,1395810171,4336586927,,,,
268538763,3258703615,1395810171,,,,
268538834,899286013,1100628239,,,,
268538927,899485982,940641519,,,,
268539168,573971028,940640901,,,,
268539169,5665052098,940640599,,,,
268539170,940641083,940641178,,,,
268539171,1396809463,3271620110,,,,
268539217,940640901,268539218,,,,
268539218,940641351,268539217,,,,
268539219,1307201544,1307201495,,,,
268539220,269601177,3271618413,,,,
268539356,1048629784,1445669219,,,,
268539357,295577173,1445669219,,,,
268539359,876676986,,,,,
268539380,876698119,1455696273,862929069,,,
268539381,1412987217,,,,,
268539514,368382794,,,,,
268539515,2247907472,,,,,
268539637,1180421700,608071969,1576449269,,,
268539638,1447818276,1447818299,,,,
268539828,1007732755,1447705847,,,,
268642304,5565817006,6725692618,,,,
268642308,1563752086,1804395967,,,,
268643064,267231770,912384330,,,,
268643066,912400340,1639688928,7072516577,910559320,,
268643068,7249732519,1204234944,1204234836,,,
268643071,267229105,2503155567,2503155564,268643072,,
268643072,912384328,268643071,,,,
268643990,912384340,910559352,3769849699,,,
268714826,1725567292,1725686596,,,,
268719645,1061262130,3249023385,,,,
269001370,867539236,867543794,,,,
269001373,274315152,,,,,
269296179,905895703,3342897624,4618997777,,,
269296181,906079464,,,,,
269296183,1574430616,,,,,
269296184,2320649258,,,,,
269296185,3837308686,,,,,
269296186,1831488679,,,,,
269296187,6378878630,,,,,
269296188,1574017753,,,,,
269296189,825952449,,,,,
269296739,1225701775,1934027899,,,,
269297649,1601402313,270884883,,,,
269297691,7052904452,7052865152,,,,
269298313,3806818311,960994580,,,,
269298737,933708413,933708568,269300062,,,
269298738,4323399560,3811773664,2217972778,1100488754,,
269298745,1574151297,,,,,
269299386,269298313,3818742600,,,,
269299387,269436718,269437413,269305397,,,
269299388,1049849608,,,,,
269299520,3811777395,904598974,1188173860,,,
269299521,904576914,1188173860,,,,
269299524,1100490061,904604090,1100488754,,,
269299804,3818745269,3818745267,,,,
269300062,269298737,3846749085,,,,
269300064,904598970,3811777395,,,,
269300281,2442182236,,,,,
269300291,6378815830,,,,,
269300301,991716482,3836323818,,,,
269300302,557261830,3836323880,,,,
269300304,557271879,3818745031,,,,
269300875,1832349605,1832349608,1832349641,,,
269300876,3234564866,3234564867,3234564869,3234564868,,
269301889,1597700839,,,,,
269301892,960994036,,,,,
269302126,413401049,2282106561,,,,
269302127,2282106548,,,,,
269302130,1906800563,,,,,
269302178,904598963,,,,,
269302179,3235391262,3235391261,,,,
269302180,269437588,1188173673,,,,
269302181,2282106565,2409033350,,,,
269302217,269437413,5134726573,269302218,,,
269302218,269302217,2267236786,3235391273,,,
269302219,3806818317,,,,,
269302220,2218248620,,,,,
269302555,6543497784,,,,,
269302557,413369714,413369713,413395274,1832349908,,
269302558,413369716,413369715,1832349716,,,
269302559,3234564871,3206862486,3234564872,,,
269302560,413395268,413395270,,,,
269302561,269302562,413395272,,,,
269302562,3234975032,953502827,413398713,,,
269302563,3235391330,953502814,,,,
269302902,1200136517,1458490298,,,,
269303091,766857679,,,,,
269303092,3249151935,5583343038,3249151938,,,
269303093,2246104988,2246104987,,,,
269303123,2643947946,3271620407,2643947952,,,
269303124,899432037,2643947913,899432027,,,
269303125,3249162176,899432037,899432031,,,
269303126,3249162176,3249162175,2643947217,2643947184,,
269303127,899425259,899443586,2643947184,,,
269303128,899425257,317010342,899432050,,,
269303178,2969825976,1200104101,,,,
269303257,269303258,899292819,899425288,,,
269303258,899425316,269303257,269303305,899425252,,
269303303,899328036,,,,,
269303304,899425252,899328036,,,,
269303305,269303258,2017188474,899425284,,,
269303341,270884883,1203022528,5305293723,,,
269303373,2017018628,7188968176,,,,
269303533,1804396027,269577401,768533603,,,
269303944,933708431,933708430,,,,
269303946,1395823853,1395823865,,,,
269303947,1466672260,933708596,3847095768,,,
269303948,269303949,933708609,1100489331,,,
269303949,904604099,269303948,1398574972,,,
269303950,2017188511,904604048,160625971,,,
269304145,1602525956,1602525954,,,,
269304146,1081018708,,,,,
269304249,1228911714,3246565740,,,,
269304250,3249065570,1205616807,1205616817,,,
269304251,1050815828,3249065545,,,,
269304509,7072516727,1853581222,1583539987,,,
269304541,1853581233,4053322112,,,,
269304649,6757626926,,,,,
269305396,269437222,557272619,,,,
269305397,3836322333,269437245,1188173624,,,
269305420,269302219,,,,,
269305421,5664908795,,,,,
269305422,1832349541,1832349523,3836323510,,,
269348972,1191271510,3350791546,3350791556,,,
269348979,2589569147,885746931,,,,
269349047,1109676462,2944506769,,,,
269349048,269349100,1110671633,269349316,7158472167,,
269349049,7158487432,1455389313,7158487435,,,
269349100,269349048,885762729,885746920,,,
269349101,885762730,885762684,1110604104,878766863,,
269349102,1110603985,1110604059,,,,
269349103,269349104,1110604195,,,,
269349104,1110604179,269349103,,,,
269349105,269974287,885762675,1831387506,,,
269349106,1110604005,1110604074,,,,
269349107,1110604154,1110604005,,,,
269349108,885762690,1110604046,1110604099,,,
269349109,269349110,1831388097,1686036469,,,
269349110,885762683,,,,,
269349111,1686036448,,,,,
269349112,4683290986,3350849254,,,,
269349258,4683307119,4683307118,4683307117,4683290980,,
269349259,1110671679,4683307119,,,,
269349260,269349261,1110671637,,,,
269349261,3350791532,269349260,,,,
269349262,269349263,1110671689,,,,
269349263,885777025,269349262,1688496944,1191271510,,
269349264,1110671626,1110671681,269349309,,,
269349265,1110671608,1110671671,,,,
269349266,1110671659,885777044,,,,
269349267,1110671650,1110671590,269349313,,,
269349268,1110671633,1110671704,,,,
269349302,885780351,1427743194,,,,
269349303,885780342,885780345,885780350,,,
269349304,1110671647,885780342,,,,
269349305,1110671632,1110671647,885780343,885780340,,
269349306,885777029,885777059,,,,
269349307,885777057,885777029,1688496944,885777021,,
269349308,1688496915,1688496923,,,,
269349309,269349310,1688496915,885777041,269349264,,
269349310,1688496918,269349309,,,,
269349311,269349312,974347710,1191271511,885777044,,
269349312,1110671641,269349311,,,,
269349313,885762712,1110671699,1295873763,269349267,,
269349314,269349315,885762712,,,,
269349315,269349316,269349314,,,,
269349316,269349315,885762667,269349048,,,
269349650,1743147032,,,,,
269349652,1686036377,,,,,
269409040,2246104989,1200136524,,,,
269417883,1200136462,,,,,
269417884,820446164,,,,,
269417885,820446190,,,,,
269419954,3157226579,,,,,
269420284,269571162,,,,,
269420289,2217972768,,,,,
269420292,395120468,933708266,,,,
269422072,269302220,,,,,
269422073,5287229354,1804396053,,,,
269422477,1574151178,926019070,,,,
269423533,763340576,1203022533,,,,
269423647,4292790686,,,,,
269423685,763340600,1804396052,,,,
269423737,1401114041,,,,,
269424950,1401088424,269426014,,,,
269424951,1401088434,,,,,
269424952,6465683379,,,,,
269426011,1401088435,,,,,
269426013,1804396024,,,,,
269426014,4457461722,,,,,
269427080,269427081,391318380,,,,
269427081,269427080,617232533,,,,
269428282,2260265848,,,,,
269429604,269599891,269429771,,,,
269429766,1496308369,,,,,
269429767,1804396014,,,,,
269429769,1804396018,1804396019,,,,
269429770,1804396023,,,,,
269429771,276358819,,,,,
269429774,269429775,,,,,
269429775,1122329649,,,,,
269429776,1122329708,269429777,,,,
269429777,977664335,,,,,
269429778,1496308369,,,,,
269429799,269601927,1804396020,,,,
269429838,269429775,,,,,
269430270,977664342,,,,,
269431459,391725702,1200104125,,,,
269432100,1050815782,1048629709,,,,
269433827,2213307883,,,,,
269433865,991717264,276996625,,,,
269433920,991716770,,,,,
269434032,269433865,2213307886,,,,
269434095,269434032,,,,,
269435092,3836322871,269437588,3836323059,,,
269435195,1188173829,2267266294,,,,
269435197,2267266294,3224137813,,,,
269435199,3224137813,269435200,,,,
269435200,269435199,5607640401,280127458,,,
269435206,6467058502,5607640599,,,,
269435227,5607640401,557119040,,,,
269435329,965550253,6467058502,,,,
269435485,269435666,2217972781,,,,
269435666,269435668,269435485,,,,
269435668,3806818301,269435666,,,,
269435679,904598964,269435960,,,,
269435960,269435961,269435679,,,,
269435961,269435966,269435960,3235390753,,,
269435962,269435963,3818742236,,,,
269435963,5655356717,269435962,,,,
269435966,3818742233,269435961,269437031,,,
269436012,269437411,269436716,1049849330,,,
269436013,5655303077,5655303040,269437411,,,
269436076,1401114016,,,,,
269436507,269299386,269436716,,,,
269436716,269436012,269437031,269436717,269436507,,
269436717,269436718,269436716,269437033,,,
269436718,269437034,269299387,269436717,,,
269437029,269437031,,,,,
269437031,269436716,269435966,269437033,269437029,,
269437033,269437034,269437031,3235390754,,,
269437034,269437222,269436718,269437033,,,
269437222,269437034,269435679,,,,
269437223,1188173605,3836322871,269437246,,,
269437224,5134726573,1188173605,,,,
269437245,269305397,557272619,,,,
269437246,269437223,3836322333,1589380698,,,
269437411,269436013,269436012,269437412,3806818315,,
269437412,269437413,269437411,3235391263,,,
269437413,269299387,269302217,269437412,,,
269437557,3836322675,,,,,
269437559,269437566,3235391274,,,,
269437566,3836322871,269437559,,,,
269437588,269435092,965550394,269302180,,,
269438619,1203022519,2017018629,,,,
269439277,803725283,,,,,
269439278,269439277,,,,,
269439608,269439609,,,,,
269439609,6777815374,,,,,
269571069,933708499,269571176,,,,
269571162,933708234,,,,,
269571176,904587544,269571069,,,,
269577401,977664344,269303533,,,,
269578100,7072516715,268538482,275028916,7072516702,,
269578102,2320628485,2320628482,268537663,904511219,,
269582941,2245947397,990374609,,,,
269582943,5908470919,2245947398,,,,
269582944,269582943,,,,,
269582951,2245947333,160605557,,,,
269582953,269582951,,,,,
269582956,2245947364,,,,,
269584942,1132008076,1402616712,,,,
269587034,1686036521,1686036535,1686036522,,,
269587093,3350793470,5739777550,,,,
269589525,2944344966,,,,,
269590785,4320689791,,,,,
269591035,1084595109,,,,,
269599891,269429604,2308016567,1204723088,,,
269600961,6628603889,899277307,,,,
269601177,1307201454,268539220,281217567,,,
269601624,6778235070,1048629734,7072516028,,,
269601713,3249065536,3249065539,,,,
269601927,269429799,1804396021,3248908121,,,
269890152,1002210948,276359705,391725705,,,
269893981,967690069,,,,,
269893991,269893992,269893999,893489579,,,
269893992,1019450267,269893991,,,,
269893993,1019450020,1019450267,,,,
269893994,1477144145,1019450020,,,,
269893995,269893996,1019449960,,,,
269893996,269893997,269893995,,,,
269893997,269893998,269893996,,,,
269893998,1019450175,269893997,,,,
269893999,269893991,1019450175,,,,
269894011,269894012,,,,,
269894012,3206862491,,,,,
269894018,269894020,,,,,
269894020,881712218,,,,,
269894037,1570469257,,,,,
269894047,1686105798,,,,,
269901592,1582871712,7072517081,7072517118,,,
269901669,269901670,7072496945,,,,
269901670,983893734,269901669,,,,
269901671,269901672,3460439316,,,,
269901672,5737440658,7072496945,269901671,,,
269901673,269901675,3460439340,,,,
269901675,269901673,269901686,,,,
269901677,3460439341,269901711,,,,
269901679,3460439340,3460439341,,,,
269901682,3460439338,269901688,269901684,,,
269901683,1804395968,269901752,2277706342,,,
269901684,1582871710,269901682,,,,
269901686,269901688,269901675,,,,
269901688,269901682,269901686,,,,
269901698,3769849705,3769849706,7072516566,7072516594,,
269901707,282303809,269901722,4706630403,,,
269901710,7072516755,7072516751,285375205,7072496947,,
269901711,269901677,282303809,,,,
269901712,7072496947,916862182,,,,
269901714,916862182,983893734,,,,
269901722,269901707,916862148,,,,
269901726,7072516582,7072516554,5677227359,5677227358,,
269901750,1804396013,,,,,
269901752,5338951852,7072516426,269901683,,,
269901773,915884984,7072516195,7072516412,,,
269901777,977653724,1447393599,7072516201,,,
269901778,1049849531,,,,,
269943587,270362911,,,,,
269943591,3255364012,6725648931,6725648932,,,
