Source,1,2,3,4,5,6
869520744,1132008010,,,,,
869520755,869520761,,,,,
869520758,160609011,,,,,
869520761,1132007975,,,,,
869541993,869542010,,,,,
869541997,281814834,,,,,
869542004,1313610926,,,,,
869542007,281814830,,,,,
869542010,1686035921,,,,,
869542014,1313611259,,,,,
869549693,266029474,,,,,
869899257,1130857772,2511777063,,,,
869899276,869899295,415371739,415371738,,,
869899295,869899276,869899299,,,,
869899299,869899295,1130857772,869899303,,,
869899303,869899304,869899299,,,,
869899304,1130857165,869899303,,,,
869983928,869983938,2468885546,,,,
869983930,868548458,2551196406,5689632060,,,
869983932,2551209234,868548483,869983946,,,
869983934,368382487,367095709,7316764731,,,
869983936,2468885543,5689632274,,,,
869983937,367578889,890360992,,,,
869983938,2551192010,869983928,,,,
869983940,2528106714,5689632031,,,,
869983946,869983932,2528106714,,,,
870471944,1886284327,2211703716,,,,
870637359,1885926148,850494065,339956382,,,
870637389,850634605,,,,,
870637398,3714316078,850634605,,,,
870637413,6036603993,3714316078,,,,
870637417,3714316077,6036603993,,,,
870637423,870638670,6036603876,3714316077,,,
870637439,339956409,6036603874,852905477,,,
870637475,2145089747,872374325,2133592082,,,
870637520,2145089746,2133592082,3608976464,,,
870637535,2133592080,3608976464,3608976487,,,
870637734,852905468,852905425,,,,
870637915,339956390,339956046,,,,
870638670,339956385,870637423,,,,
870638974,870638976,1915236054,,,,
870638976,1915236067,870638974,,,,
870638979,870638981,1915236063,,,,
870638981,870638979,,,,,
870639101,3855276267,3855276266,,,,
870639113,1752257561,858319979,,,,
870639128,1886284322,849444724,5799743538,,,
870639217,870639240,849517015,,,,
870639240,870639217,,,,,
870639301,5807298064,2009600249,,,,
870639365,870639370,3855276267,,,,
870639370,3855276268,870639365,,,,
870639384,3855276270,,,,,
870674955,2928420027,3087365788,,,,
870674961,6501703403,2928420027,,,,
870674964,2928420029,6501703403,6501703404,,,
870674967,2928420030,6501703405,,,,
870675000,2928420069,6501703385,,,,
870907011,1130857634,1130857316,1130857384,,,
870907050,1130857470,1130857634,,,,
870907052,841479577,1130857047,1130857470,,,
871500100,841486586,1130857312,841485495,,,
871500107,1130857398,868474034,415371744,,,
871720823,1129812404,,,,,
871720824,871720825,871990794,871720827,,,
871720825,871720824,1129812630,,,,
871720826,871990731,,,,,
871720827,871720828,871990790,871720831,,,
871720828,1129813442,871720827,1129813391,,,
871720829,1129813435,1129812639,1129813069,,,
871720830,871990734,1927674757,,,,
871720831,1129813169,871990786,871990852,,,
871720832,1129813169,,,,,
871778947,1276897004,862929058,868548462,,,
871778977,863210745,367096791,3549113460,,,
871779007,3687941524,988736579,988736523,,,
871911371,2551193775,868548462,,,,
871911586,862928994,367578672,,,,
871990666,1129813431,871990704,871990763,,,
871990670,1129812341,1174898161,871990884,,,
871990704,871990707,871990751,871990666,,,
871990707,1180897986,871990704,871990720,1174898161,,
871990717,1942324366,1129812795,,,,
871990720,1942324366,938227564,871990707,,,
871990729,1129813298,1129812404,871990731,1923294517,,
871990731,871990790,871720826,871990734,871990729,,
871990734,871990786,871720830,1129813372,871990731,,
871990743,1129812665,1129813372,871990779,871990855,,
871990748,871990751,1129812728,871990763,938227568,,
871990751,871990748,871990704,1129812795,,,
871990763,871990884,871990748,871990666,871990766,,
871990766,871990763,871990773,,,,
871990773,1944812921,871990766,1923257598,,,
871990779,871990782,871990861,871990743,,,
871990782,871990786,871990852,1129813372,,,
871990786,871720831,871990734,871990790,,,
871990790,871720827,871990731,871990794,,,
871990794,871720824,1129813298,,,,
871990848,1129813372,,,,,
871990852,871990782,1129812722,,,,
871990854,1129813307,1129812266,1942324355,,,
871990855,871990743,,,,,
871990861,871990779,1129812501,,,,
871990869,1922313800,415371734,,,,
871990880,871990884,1180897975,,,,
871990884,871990763,871990670,871990880,,,
872187242,2450897209,3619097502,2450897225,,,
872187268,872187320,849464727,339956294,,,
872187284,872187290,2450897209,,,,
872187290,872187296,872187284,1986533414,,,
872187296,2450897137,872187290,,,,
872187315,872187320,2450897137,,,,
872187320,872187268,872187315,,,,
872187336,872187343,849568062,,,,
872187343,1904180635,872187336,,,,
872289249,3873419862,872289700,,,,
872289254,872289258,3146435427,,,,
872289258,3873419945,2173970644,,,,
872289261,2118758023,3873420172,,,,
872289263,3873420192,3146442744,,,,
872289309,872289311,3873419859,,,,
872289311,872289318,872289309,,,,
872289318,872289311,872289499,,,,
872289336,872289373,,,,,
872289346,1886264920,,,,,
872289373,872289336,7042327417,3873420411,,,
872289395,872289398,3305051090,849873805,,,
872289398,2186166106,872289395,,,,
872289499,872289318,3401982501,872289764,,,
872289541,675159609,872289547,,,,
872289547,3873419941,872289541,,,,
872289563,872289703,,,,,
872289688,872289703,6203250259,,,,
872289700,3873419745,872289249,3873419749,,,
872289703,872289563,872289688,,,,
872289749,3397679254,3397679257,,,,
872289752,3873419695,3397679254,,,,
872289764,872289499,3873419692,,,,
872289771,3401982502,,,,,
872374284,872374289,,,,,
872374289,851476699,872374284,,,,
872374305,872374312,1984010052,,,,
872374312,872374325,872374305,,,,
872374325,870637475,872374312,,,,
874356656,1083067422,1725567292,1725567182,,,
874356662,874486087,874486113,874486086,874393483,,
874356663,874382316,874356664,874374500,874374461,,
874356664,874393483,874356663,,,,
874356669,874389987,874389961,874486086,,,
874362181,874362275,874486138,874389966,874498192,,
874362184,874486138,874362245,,,,
874362187,874362233,874498214,874382282,874382298,,
874362200,1713309024,874362268,874498228,874382303,,
874362208,874362245,874362263,874393504,1713308975,,
874362214,1725567108,1725567211,1725567159,1725567182,,
874362218,874362275,1713308892,1713308890,,,
874362221,1713309024,874498197,874374531,874362257,,
874362226,874362247,874362233,874382319,874382316,,
874362229,874382325,268004208,874498182,,,
874362233,874362226,874362187,874377737,874498210,,
874362245,874362184,874362208,874486136,874486140,,
874362247,874362251,874362226,,,,
874362251,874362263,874362247,,,,
874362255,874486109,874486094,874486110,874362257,,
874362257,874393498,874393475,874362255,874362221,,
874362263,874362208,874362251,874374490,874374536,,
874362268,874362200,874382277,874377753,874377738,,
874362275,874362218,874362181,,,,
874362284,1713308836,1713308859,,,,
874374435,874388382,1083067546,874374439,874374464,,
874374437,1217582160,1083067538,1083067620,,,
874374439,874374441,874374435,,,,
874374441,1083067669,874374439,,,,
874374442,1083067481,1083067538,,,,
874374446,874503224,874503279,874385500,,,
874374450,874374466,874374505,,,,
874374452,874388374,874382291,874374459,874374466,,
874374454,874374522,874374514,,,,
874374456,874503282,874374514,874385500,,,
874374458,874374523,1083067422,,,,
874374459,874480593,874374537,874374452,,,
874374461,874480548,874480513,874374475,874356663,,
874374463,1083067406,1083067481,,,,
874374464,874388390,874388380,874374435,874374523,,
874374466,874480502,874374452,874374450,,,
874374468,874385505,874374542,874374487,,,
874374470,1713309125,874374479,874377778,,,
874374473,3150602271,1713309125,,,,
874374475,874374505,874374461,,,,
874374479,874374470,874374516,,,,
874374481,874374502,1083067614,,,,
874374482,874374543,874374534,,,,
874374483,1083067648,1217582220,,,,
874374484,874374544,874374545,,,,
874374486,874374543,874477199,1083067390,,,
874374487,874374468,1083067669,,,,
874374490,874374500,874362263,,,,
874374500,874356663,874374490,,,,
874374502,5511276471,938280393,874374481,,,
874374503,5567876508,874374522,,,,
874374504,1083067620,874374532,,,,
874374505,874388366,874388354,874374450,874374475,,
874374506,874498191,874374536,874498197,,,
874374514,874374454,874374456,,,,
874374516,874374479,1570641242,,,,
874374518,1083067381,1083067723,,,,
874374520,1084695852,874374529,,,,
874374521,1083067502,1083067381,,,,
874374522,874374503,874374454,,,,
874374523,874374464,874374458,,,,
874374524,874374528,874374544,874382309,,,
874374528,874374524,874382293,874374531,874389971,,
874374529,874374520,1083067430,1083067406,,,
874374531,1083067520,1721956491,874362221,874374528,,
874374532,874382320,874374504,3150602270,,,
874374534,874374482,874374542,,,,
874374536,874382319,874362263,874374506,1083067405,,
874374537,5565810060,874374459,5567876508,,,
874374542,874374534,874374468,,,,
874374543,874385492,874374482,874374486,,,
874374544,874374524,874374484,874382301,,,
874374545,874374484,1719455991,,,,
874377735,874382314,874377772,,,,
874377737,885802715,874362233,,,,
874377738,1723009980,1083067519,874362268,874377754,,
874377741,874377754,874377784,,,,
874377753,874498171,1758603309,874362268,874498210,,
874377754,874382293,874377738,874377741,,,
874377755,1719183526,874382312,874377762,,,
874377756,874382321,874388364,874377780,874377761,,
874377758,874385490,874377769,874377780,,,
874377761,874382299,874377756,885802715,,,
874377762,1721793657,874377755,,,,
874377769,874377772,874377758,,,,
874377772,874377735,874377769,,,,
874377774,874382304,874382306,874377784,1721793657,,
874377778,1719183526,874374470,,,,
874377780,874382291,874388367,874377756,874377758,,
874377784,874377741,874377774,,,,
874382272,874374524,874389971,874382301,874382281,,
874382274,874382322,874382281,,,,
874382277,874362268,874382325,874382296,,,
874382280,1083067513,3235729989,,,,
874382281,874390634,1083067442,874382274,874382272,,
874382282,885802715,1083067422,874362187,,,
874382283,1721794201,874382300,,,,
874382285,874382291,874382323,,,,
874382286,874511200,874511184,874382322,,,
874382287,874382315,874382291,,,,
874382288,874382293,874382309,,,,
874382289,874382294,874382290,,,,
874382290,874382289,1721794201,874498251,874498253,,
874382291,874374452,874377780,874382287,874382285,,
874382292,874382300,874382307,,,,
874382293,874374528,874377754,874498228,874382288,,
874382294,1723010643,874382289,,,,
874382296,874382298,874382277,1758603309,,,
874382297,874382307,1719536226,,,,
874382298,874362187,874382296,874498210,1725567050,,
874382299,874480513,874377761,874382327,874382316,,
874382300,874382283,874382292,,,,
874382301,874382272,874393490,1083067666,874374544,,
874382303,874498188,874498195,874382319,874362200,,
874382304,874377774,874382317,,,,
874382305,274315144,,,,,
874382306,874382297,,,,,
874382307,874382292,874382297,,,,
874382309,874377774,874382288,874382312,,,
874382310,1083067442,874511255,1083067666,,,
874382312,874382320,874374544,874382309,,,
874382314,874385510,874385500,,,,
874382315,874377758,874385510,874382287,,,
874382316,874356663,885802715,874382299,874362226,,
874382317,874382304,874382326,1083067551,,,
874382318,874382317,,,,,
874382319,874374536,1758582161,874362226,874382303,,
874382320,874382312,874374532,,,,
874382321,874388354,874377756,874382323,874382327,,
874382322,874382286,874382274,,,,
874382323,874382285,874382321,,,,
874382324,874382318,1570641293,,,,
874382325,874382277,874362229,1723010643,,,
874382326,874382317,1083067513,,,,
874382327,874382321,874382299,,,,
874385490,874385508,,,,,
874385492,874377735,874395746,874395745,,,
874385493,874374543,,,,,
874385494,874385498,874385511,,,,
874385495,874385501,874385498,,,,
874385497,1848129086,874385510,,,,
874385498,874385495,874385494,,,,
874385499,874385509,5567876508,,,,
874385500,874374456,874374446,874382314,,,
874385501,874389993,874389979,874385495,,,
874385505,1725686612,,,,,
874385506,874385511,874385509,,,,
874385507,874385493,274315173,,,,
874385508,874374468,874395745,874388388,,,
874385509,874385506,874385499,,,,
874385510,874385497,874382314,874382315,,,
874385511,874385494,874385506,,,,
874388352,874388396,874388374,,,,
874388354,874374505,874382321,,,,
874388363,874388365,874388378,,,,
874388364,874377756,874388390,874388388,874395744,,
874388365,874388395,874388363,,,,
874388366,1083067387,874374505,,,,
874388367,874377780,874388388,,,,
874388369,874388378,874388391,874480581,,,
874388374,874388352,874374452,,,,
874388378,874388363,874388369,,,,
874388380,874374464,268004206,,,,
874388381,874389974,874388396,,,,
874388382,874388388,874374435,,,,
874388384,874388395,874389994,874389992,,,
874388388,874388367,874388382,874385508,874388364,,
874388390,874388364,874374464,,,,
874388391,874388369,874388394,,,,
874388394,874388391,1083067387,,,,
874388395,874388384,874388365,,,,
874388396,874388381,874388352,,,,
874389954,874389989,874389975,,,,
874389955,874486123,874389990,1514069502,,,
874389956,1722844261,874511279,874389977,,,
874389957,1713308957,874389990,,,,
874389958,874389962,874389973,,,,
874389959,874389970,874389981,,,,
874389960,874503286,874389980,,,,
874389961,874356669,874389966,,,,
874389962,874389982,874389958,,,,
874389963,874389968,874503286,,,,
874389964,874486089,874389971,,,,
874389965,874389991,874389994,,,,
874389966,874389961,874362181,,,,
874389968,874503370,874389963,,,,
874389969,874389975,1837676972,,,,
874389970,874389985,874389959,874480546,,,
874389971,1083067579,874382272,874389964,874374528,,
874389972,1083067402,5439821132,,,,
874389973,874389958,874389986,,,,
874389974,874388381,874389979,874389982,,,
874389975,874389954,874389969,,,,
874389976,5439821132,874503370,,,,
874389977,874389956,1514069491,,,,
874389978,1083067402,874503255,874503240,,,
874389979,874385501,874389974,,,,
874389980,874389960,1514069522,,,,
874389981,874389959,874389987,874480567,,,
874389982,874389974,874389962,,,,
874389983,874498192,874389996,874498181,874486132,,
874389985,874389992,874389970,,,,
874389986,874389973,874389989,874480507,,,
874389987,874389981,874356669,,,,
874389988,1713308930,1713308957,,,,
874389989,874389986,874389954,,,,
874389990,874389957,1514069491,874389955,,,
874389991,1837676972,874389965,,,,
874389992,874388384,874389985,,,,
874389993,1514069522,874385501,,,,
874389994,874389965,874388384,,,,
874389995,874389996,874498169,,,,
874389996,874389983,874389995,1713308859,874486110,,
874390632,874511255,874498259,874498242,,,
874390634,874382281,1722844964,1722844995,,,
874393475,874362257,874393495,,,,
874393479,874393503,874393516,,,,
874393483,874393500,874356662,874356664,,,
874393490,874382301,874498194,,,,
874393493,874393495,1083067579,,,,
874393495,874393475,874393493,1722845351,1083067520,,
874393498,874393514,874362257,,,,
874393500,874393483,874393521,,,,
874393503,874498194,874393479,,,,
874393504,874393521,874362208,,,,
874393506,874393519,874498226,,,,
874393514,1713308975,874393498,3423275735,874498238,,
874393516,874393479,874498256,,,,
874393519,874498256,874393506,,,,
874393521,874393500,874393504,,,,
874395735,874477185,874395746,,,,
874395738,874395748,937213941,874477178,,,
874395742,874395744,,,,,
874395744,874388364,874395742,,,,
874395745,874385492,874385508,,,,
874395746,874395735,874385492,,,,
874395748,874395738,874477185,874477082,874477007,,
874477000,874477033,874503225,874503294,,,
874477004,874477183,874477138,,,,
874477005,874477088,874477091,,,,
874477007,874395748,874477199,,,,
874477009,874477109,874477066,,,,
874477011,874503374,874477028,,,,
874477013,874477211,874477035,,,,
874477024,874477121,874477143,,,,
874477026,937213956,937213894,,,,
874477028,874477011,874477038,,,,
874477030,874477118,1083067641,,,,
874477033,874477000,874477204,874477153,,,
874477035,874477013,874477118,,,,
874477038,874477028,874477109,,,,
874477051,937213903,874477188,,,,
874477053,874477186,874477122,,,,
874477055,874477188,874477211,,,,
874477057,874477206,937213941,,,,
874477063,938280281,1725686628,,,,
874477066,874477009,874477213,,,,
874477069,937213894,874477206,,,,
874477082,874477122,874477112,874395748,,,
874477084,874503330,874503272,874477189,,,
874477086,874477153,874477148,,,,
874477088,874477182,874477005,,,,
874477091,874477005,937213903,,,,
874477094,874477148,874477114,,,,
874477098,874477114,874477117,,,,
874477109,874477038,874477009,,,,
874477111,874503374,,,,,
874477112,1083067655,874477082,,,,
874477114,874477094,874477098,,,,
874477117,874477138,874477098,1083067655,,,
874477118,874477035,874477030,,,,
874477121,874477204,874477024,,,,
874477122,874477082,874477053,874477185,,,
874477138,874477004,874477117,,,,
874477143,874477024,874477183,,,,
874477148,874477086,874477094,,,,
874477153,1083067679,874477033,874477086,,,
874477156,874477189,937213956,,,,
874477178,874395738,1083067390,,,,
874477182,874477088,874503252,874503310,,,
874477183,874477143,874477209,874477004,,,
874477185,874395748,874395735,874477122,,,
874477186,1083067641,874477053,,,,
874477188,874477051,874477055,,,,
874477189,874477084,874477156,,,,
874477199,874477007,874374486,,,,
874477201,6341317309,6341317308,,,,
874477204,874477033,874477121,,,,
874477206,874477069,874477057,,,,
874477209,874477213,874477183,,,,
874477211,874477055,874477013,,,,
874477213,874477066,874477209,,,,
874480491,938280393,1570641238,,,,
874480493,874480581,874480504,,,,
874480497,874480499,874480589,,,,
874480499,874480545,874480497,,,,
874480502,874480519,874374466,,,,
874480504,874480493,874480563,,,,
874480507,874389986,874480568,,,,
874480510,874480546,1083067420,,,,
874480513,874374461,874382299,,,,
874480517,874480543,874480565,,,,
874480518,874480541,1083067695,,,,
874480519,874480584,874480502,,,,
874480520,874480565,874480561,874480578,,,
874480522,874480567,874480561,874486087,,,
874480524,874480589,5511276471,937213910,,,
874480527,874480563,874480584,,,,
874480530,874480591,874480593,,,,
874480541,874480547,874480518,,,,
874480543,874480560,874480517,,,,
874480545,874480549,874480499,,,,
874480546,874389970,874480510,,,,
874480547,1083067420,874480541,,,,
874480548,874480578,874374461,,,,
874480549,874480588,874480545,,,,
874480550,5544719688,874480591,,,,
874480558,874480588,874503203,874503373,,,
874480560,1083067695,874480543,,,,
874480561,874480522,874480520,,,,
874480563,874480504,874480586,874480527,,,
874480565,874480517,874480520,,,,
874480567,874389981,874480522,,,,
874480568,874480507,874480586,,,,
874480578,874480520,874480548,,,,
874480581,874388369,874480493,,,,
874480584,874480527,874480519,,,,
874480586,874480568,874480563,,,,
874480588,874480558,874480549,,,,
874480589,874480497,874480524,,,,
874480591,874480550,874480530,,,,
874480593,874480530,874374459,,,,
874486075,874486116,1722845040,,,,
874486077,874486113,874486136,,,,
874486079,874486138,874486132,874498192,874486096,,
874486080,1722845040,1722845024,,,,
874486085,874486086,874486091,,,,
874486086,874486085,874356669,874356662,,,
874486087,874480522,874356662,,,,
874486089,1722845024,1722844995,874389964,,,
874486091,874486085,874486138,,,,
874486094,874362255,874486116,,,,
874486096,874486118,874486120,874486079,1713308975,,
874486098,874486133,874486135,1722844636,1722844929,,
874486109,874486120,874362255,,,,
874486110,874486132,874486133,874389996,874362255,,
874486113,874356662,874486077,,,,
874486116,874486094,874486075,1722844929,1722845351,,
874486118,874486140,874486096,,,,
874486120,874486096,874486109,874486132,3423275735,,
874486123,874486135,874389955,,,,
874486132,874486079,874486110,874389983,874486120,,
874486133,874486110,874486098,,,,
874486135,874486098,874486123,,,,
874486136,874486077,874362245,,,,
874486138,874362181,874362184,874486091,874486079,,
874486140,874362245,874486118,,,,
874498167,874498203,874498233,,,,
874498169,874389995,1713308930,1722844636,,,
874498171,874498258,874377753,,,,
874498173,874498233,874498179,,,,
874498177,1725567113,1725567050,1725567159,,,
874498179,874498173,874498222,,,,
874498181,874389983,1713308829,,,,
874498182,1725567113,874362229,,,,
874498188,1713309001,874382303,,,,
874498189,874498254,1083067502,,,,
874498191,874374506,1713309001,,,,
874498192,874362181,874389983,874498216,874486079,,
874498194,874393490,874393503,874498242,,,
874498195,874382303,874498258,,,,
874498197,874498238,874374506,874362221,,,
874498203,1217582292,874498167,,,,
874498204,874498259,1713308968,,,,
874498210,1758582162,874382298,874362233,874377753,,
874498212,874498236,1217592564,,,,
874498214,874362187,1725567108,,,,
874498216,874498244,874498192,,,,
874498220,874498222,874498236,,,,
874498222,874498179,874498220,,,,
874498226,874393506,874498254,,,,
874498228,1721956491,874498240,874362200,874382293,,
874498233,874498167,874498173,,,,
874498234,1217592564,1713309129,,,,
874498236,874498220,874498212,,,,
874498238,874393514,874498197,,,,
874498240,874498228,1723009980,,,,
874498242,874390632,874498194,,,,
874498244,874498216,,,,,
874498251,1083067519,874382290,,,,
874498253,874382290,1725686590,,,,
874498254,874498226,874498189,,,,
874498256,874393516,874393519,,,,
874498258,874498195,874498171,,,,
874498259,874498204,874390632,,,,
874503200,874503356,874503339,,,,
874503203,874503221,874480558,,,,
874503207,874503358,874503244,,,,
874503216,874503370,874503224,,,,
874503219,874503258,874503231,,,,
874503221,874503237,874503203,,,,
874503222,874503250,874503282,,,,
874503223,874503308,874503356,,,,
874503224,874503216,874374446,,,,
874503225,874503297,874477000,,,,
874503231,874503219,874503237,,,,
874503236,874503325,874503368,,,,
874503237,874503231,874503221,,,,
874503238,874503319,874503252,,,,
874503239,874503323,874503353,,,,
874503240,874389978,,,,,
874503241,874503373,874503350,,,,
874503244,874503207,874503330,,,,
874503250,874503286,874503222,,,,
874503252,874503238,874477182,,,,
874503255,874389978,874503307,1083067474,,,
874503258,937213932,874503219,,,,
874503260,874503377,874503292,,,,
874503262,874503321,937213901,,,,
874503264,874503309,874503280,,,,
874503272,874477084,874503313,,,,
874503275,874503376,874503327,1075379044,,,
874503276,874503281,874503358,,,,
874503278,1083067664,874503290,,,,
874503279,937213901,874374446,,,,
874503280,874503264,874503297,,,,
874503281,874503295,874503276,,,,
874503282,874503222,874374456,,,,
874503286,874389963,874389960,874503250,,,
874503288,874503348,874503306,,,,
874503290,874503278,874503372,,,,
874503292,874503260,1083067664,,,,
874503294,874477000,874503325,,,,
874503295,874503350,874503281,,,,
874503296,874503311,874503351,,,,
874503297,874503280,874503225,,,,
874503306,874503288,874503319,,,,
874503307,874503255,874503321,,,,
874503308,874503327,874503223,,,,
874503309,874503351,874503264,,,,
874503310,874477182,874503334,,,,
874503311,874503313,874503296,,,,
874503313,874503272,874503311,,,,
874503319,874503306,874503238,,,,
874503321,874503307,874503262,,,,
874503323,1837676990,874503239,,,,
874503325,874503294,874503236,,,,
874503327,874503275,874503308,,,,
874503330,874503244,874477084,,,,
874503334,874503310,874503349,,,,
874503339,874503200,937213932,,,,
874503348,874503375,874503288,,,,
874503349,874503334,1837676990,,,,
874503350,874503241,874503295,,,,
874503351,874503296,874503309,,,,
874503353,874503239,1083067474,,,,
874503356,874503223,874503200,,,,
874503358,874503276,874503207,,,,
874503368,874503236,874503374,,,,
874503370,874389976,874389968,874503216,,,
874503372,874503290,874503376,,,,
874503373,874480558,874503241,,,,
874503374,874477111,874477011,874503368,874503375,,
874503375,874503374,874503348,,,,
874503376,874503372,874503275,,,,
874503377,874503260,,,,,
874511165,874511236,874511214,,,,
874511167,874511173,874511245,,,,
874511173,874511252,874511167,,,,
874511175,1083067575,1083067598,,,,
874511177,874511282,3238222988,3238222981,,,
874511179,874511215,874511188,,,,
874511181,874511317,1721682148,,,,
874511183,874511315,874511298,,,,
874511184,874382286,874511315,,,,
874511185,874511258,874511249,,,,
874511188,874511179,874511230,874511278,,,
874511190,874511212,874511241,,,,
874511192,874511316,3238222988,,,,
874511194,874511253,874511258,,,,
874511196,874511243,,,,,
874511199,874511219,874511252,,,,
874511200,874511245,874382286,,,,
874511201,874511300,874511243,,,,
874511206,1713308968,874511212,,,,
874511208,1927897209,3238222683,,,,
874511210,874511262,874511247,,,,
874511212,874511206,874511190,,,,
874511213,874511298,874511295,,,,
874511214,874511165,3238222981,,,,
874511215,874511246,874511179,,,,
874511219,874511279,874511199,,,,
874511221,874511270,874511281,962720997,,,
874511222,3238223045,874511285,,,,
874511224,874511249,874511277,,,,
874511226,962720676,1927896866,,,,
874511228,3238223037,3238223045,,,,
874511230,874511270,874511188,,,,
874511231,1083067618,874511294,,,,
874511234,874511299,874511282,,,,
874511236,874511263,874511165,,,,
874511238,1084695759,874511260,1713308817,,,
874511241,874511190,874511302,,,,
874511243,874511201,874511196,,,,
874511245,874511167,874511200,,,,
874511246,874511281,874511215,,,,
874511247,874511210,874511297,,,,
874511249,874511185,874511224,,,,
874511252,874511199,874511173,,,,
874511253,874511260,874511194,,,,
874511255,874382310,874390632,874511283,,,
874511258,874511194,874511185,,,,
874511260,874511238,874511253,,,,
874511262,874511272,874511210,,,,
874511263,1083067427,874511236,,,,
874511265,874511277,874511311,,,,
874511269,874511280,874511277,,,,
874511270,874511221,874511230,,,,
874511272,874511285,874511262,,,,
874511277,874511269,874511224,874511265,,,
874511278,874511188,874511280,,,,
874511279,874389956,874511219,,,,
874511280,874511278,874511269,,,,
874511281,874511246,1713308823,874511221,,,
874511282,874511234,874511177,,,,
874511283,874511255,1721682153,1721682159,,,
874511285,874511222,874511272,,,,
874511294,874511231,1083067723,,,,
874511295,874511213,1721682129,,,,
874511297,874511247,1083067618,,,,
874511298,874511183,874511213,,,,
874511299,3238222735,874511234,,,,
874511300,1721682152,874511201,,,,
874511302,874511241,1083067575,,,,
874511311,874511265,1083067427,,,,
874511313,3238223032,3238223037,,,,
874511315,874511184,874511183,,,,
874511316,3238223032,874511192,,,,
874511317,1721682129,874511181,,,,
874514222,874514234,874514225,,,,
874514223,874514224,874514227,,,,
874514224,997407956,874514223,,,,
874514225,874514222,1713309209,,,,
874514226,874514233,874514229,,,,
874514227,874514223,874514232,,,,
874514228,997407776,,,,,
874514229,874514226,874514234,,,,
874514230,1713309209,4079981535,,,,
874514231,874514232,874514233,,,,
874514232,874514227,874514231,,,,
874514233,874514231,874514226,,,,
874514234,874514229,874514222,,,,
874514235,415927051,272238748,4079981535,,,
874514520,874514530,874514524,,,,
874514521,874514527,874514536,,,,
874514522,3498089498,874514533,997407940,,,
874514524,874514520,874514525,4079983033,,,
874514525,874514524,874514526,4079982997,,,
874514526,874514525,874514541,,,,
874514527,874514529,874514521,,,,
874514528,997407931,874514535,997408030,,,
874514529,874514535,874514527,,,,
874514530,874514536,874514520,,,,
874514531,997407924,874514538,,,,
874514532,1713309220,4079981537,1217562544,,,
874514533,874514522,874514534,,,,
874514534,874514533,997407924,,,,
874514535,874514528,874514529,,,,
874514536,874514521,874514530,,,,
874514537,874514541,3498089498,,,,
874514538,874514531,874514540,,,,
874514539,874514540,1217562544,,,,
874514540,874514538,874514539,,,,
874514541,874514526,874514537,,,,
874517728,874517748,874517764,,,,
874517729,874517770,874517760,,,,
874517730,4079982692,874517777,,,,
874517731,874517747,4079982692,,,,
874517732,874517761,874517779,,,,
874517733,4079983202,874517753,,,,
874517740,997407855,1184733764,,,,
874517742,874517744,874517747,,,,
874517743,874517762,997407855,,,,
874517744,874517763,874517742,,,,
874517746,916204341,874541416,,,,
874517747,874517742,874517731,,,,
874517748,874517753,874517728,,,,
874517753,874517733,874517748,,,,
874517755,874517760,1713309228,,,,
874517757,874517779,4079983202,,,,
874517760,874517729,874517755,,,,
874517761,874517772,874517732,,,,
874517762,1217562516,874517743,,,,
874517763,874517764,874517744,,,,
874517764,874517728,874517763,916204338,916204333,,
874517770,874517777,874517729,,,,
874517772,874517774,874517761,,,,
874517774,874517772,,,,,
874517777,874517730,874517770,,,,
874517778,1713309228,1217562516,,,,
874517779,874517732,874517757,,,,
874533406,874533415,,,,,
874533411,1083067681,,,,,
874533413,1570641232,,,,,
874533415,874533419,,,,,
874533418,874533413,,,,,
874533419,3781097022,1083067460,,,,
874533422,269977927,,,,,
874540695,874540729,3265863280,874552877,869476214,,
874540697,874541414,874561057,874561081,,,
874540698,874540747,869476214,,,,
874540699,874540735,3271630657,874547869,,,
874540703,874540738,874540706,874540735,874540747,,
874540704,874540707,874540740,874540729,874541416,,
874540706,874540703,874546424,3271630657,,,
874540707,874540709,874540747,874540738,,,
874540709,874540707,,,,,
874540711,3273899961,874540727,869461579,,,
874540712,874540724,3273899934,874541414,874540735,,
874540714,3271629800,874540735,,,,
874540716,3273903147,3273903145,,,,
874540717,874540738,,,,,
874540722,3273874522,3273884830,,,,
874540724,3271630805,874540712,3273903149,,,
874540725,874540737,3271629800,,,,
874540727,3273899934,874547869,874540711,,,
874540729,874540695,874540747,2738054198,874540704,,
874540731,874541415,874561078,3273885110,,,
874540732,3273874522,874540741,,,,
874540733,1084695845,3273903144,,,,
874540735,874540714,874540699,874540712,874540703,,
874540737,874540725,,,,,
874540738,874540717,874540703,874540714,,,
874540740,874540704,,,,,
874540741,874540732,874541415,,,,
874540743,874543167,874546416,7158472147,,,
874540745,874561078,874541414,874561095,,,
874540747,874540707,874540698,874540703,874540729,,
874541414,874540745,874540697,874540712,,,
874541415,874540741,874540731,,,,
874541416,916204325,874517746,874540704,,,
874543161,869435544,874543168,7158487280,7158487291,,
874543162,874543176,1943553036,,,,
874543163,874543176,7158487282,869476205,874543170,,
874543164,874543179,,,,,
874543165,3265872114,7158487280,874543170,3265872185,,
874543166,874543168,274087370,7158487282,,,
874543167,874552861,874540743,7158487368,,,
874543168,874543161,874543166,7158487281,7158487292,,
874543169,897593846,266385732,869479402,,,
874543170,874543177,7158487281,874543163,874543165,,
